nonstationary level,time series length,observation noise,process noise,evidence,significance_level,bayes factor error
0,100,0.1,0.02,-18.807945920037902,-74.996675091384,nan
1,100,0.1,0.02,-18.63467007466175,-72.02423356312666,nan
2,100,0.1,0.02,-18.803508359999647,-74.91906241434391,nan
0,200,0.1,0.02,-18.808132600519635,-74.99994186115109,nan
1,200,0.1,0.02,-18.80611744252341,-74.96468551536876,nan
2,200,0.1,0.02,9.386851179751696,0.8848364929131113,nan
0,400,0.1,0.02,-18.808135818474042,-74.99999817419415,nan
1,400,0.1,0.02,7.367983544919636,0.8166834625621184,nan
2,400,0.1,0.02,98.03997805529806,0.999999999842963,nan
0,200,0.0,0.02,-18.808135768732754,-74.99999730373919,nan
1,200,0.0,0.02,-18.780344301001428,-74.51520924177161,nan
2,200,0.0,0.02,-11.62736255115237,-13.545754558390119,nan
0,200,0.1,0.02,-18.808125271941066,-74.99981361382159,nan
1,200,0.1,0.02,-18.80767721854802,-74.99197326141072,nan
2,200,0.1,0.02,-9.683852848714983,-8.297908860999826,nan
0,200,0.2,0.02,-18.80813495602654,-74.99998308166938,nan
1,200,0.2,0.02,-18.80713470438084,-74.98248105072857,nan
2,200,0.2,0.02,-16.2139216416874,-40.82078342607377,nan
0,200,0.3,0.02,-18.808114458683637,-74.99962438633646,nan
1,200,0.3,0.02,-17.59041567597044,-56.41714152055021,nan
2,200,0.3,0.02,-18.80813498558713,-74.99998359896918,nan
0,200,0.1,0.0,-18.808135901410147,-74.99999962554662,nan
1,200,0.1,0.0,-18.804747129074315,-74.94072043778725,nan
2,200,0.1,0.0,-16.197949037375288,-40.66725627165355,nan
0,200,0.1,0.02,-18.808135669282436,-74.99999556339382,nan
1,200,0.1,0.02,-18.80813263534255,-74.99994247053934,nan
2,200,0.1,0.02,-18.798095249687726,-74.82449472562023,nan
0,200,0.1,0.04,-18.807932758230425,-74.99644477482866,nan
1,200,0.1,0.04,-18.80207737238827,-74.8940514261507,nan
2,200,0.1,0.04,-18.403822163764975,-68.24401094923485,nan
0,100,0.1,0.02,-18.723425119049782,-73.53195479831314,nan
1,100,0.1,0.02,-18.808130809106927,-74.99991051209204,nan
2,100,0.1,0.02,-18.80364233984283,-74.92140455346834,nan
