nonstationary level,time series length,observation noise,process noise,evidence,significance_level,bayes factor error
0,100,0.1,0.1,-11.080240609184713,-11.824016287033395,nan
1,100,0.1,0.1,48.95330241700506,0.9999872746493488,nan
2,100,0.1,0.1,-4.694459670658894,-1.9474467459433038,nan
0,200,0.1,0.1,1.978777766269801,0.3659518738653429,nan
1,200,0.1,0.1,18.848325410914313,0.9869633063868335,nan
2,200,0.1,0.1,139.7527028002273,0.9999999999999895,nan
0,400,0.1,0.1,-18.80529375515095,-74.95027934132337,nan
1,400,0.1,0.1,-18.778503149267234,-74.48320204455624,nan
2,400,0.1,0.1,101.42696702698139,0.9999999999280048,nan
0,200,0.0,0.1,-18.66047975804016,-72.45950131896159,nan
1,200,0.0,0.1,11.6150707671806,0.9310565641078032,nan
2,200,0.0,0.1,45.78629825684387,0.9999736142055845,nan
0,200,0.1,0.1,-12.225104468882344,-15.692079592737343,nan
1,200,0.1,0.1,19.205046692423405,0.98799131837982,nan
2,200,0.1,0.1,-18.12823647158961,-63.98657474481253,nan
0,200,0.2,0.1,-18.55988592805517,-70.77754379082913,nan
1,200,0.2,0.1,0.10071024697044641,0.022922583751032177,nan
2,200,0.2,0.1,15.441774441970814,0.9714357677351906,nan
0,200,0.3,0.1,93.70407195217274,0.9999999995738202,nan
1,200,0.3,0.1,3.969883633342043,0.5991225412403292,nan
2,200,0.3,0.1,40.71723228998253,0.999915223248525,nan
0,200,0.1,0.0,-18.808135922404233,-74.99999999293571,nan
1,200,0.1,0.0,-6.471926114975721,-3.438054299350023,nan
2,200,0.1,0.0,29.628634967031154,0.9989107275907578,nan
0,200,0.1,0.1,16.54406843639795,0.9778388059606455,nan
1,200,0.1,0.1,64.20375090060406,0.9999996201388227,nan
2,200,0.1,0.1,224.71595832632323,1.0,nan
0,200,0.1,0.2,-14.695657969442182,-28.482601132096992,nan
1,200,0.1,0.2,27.773746178503572,0.998330350229352,nan
2,200,0.1,0.2,99.12562366641356,0.9999999998776968,nan
0,100,0.1,0.1,-18.042630850968994,-62.718139310245974,nan
1,100,0.1,0.1,-12.165789793555584,-15.46565378026649,nan
2,100,0.1,0.1,-17.46775234398619,-54.81812377783403,nan
0,200,0.1,0.1,10.893718491693749,0.9185992978935731,nan
1,200,0.1,0.1,17.560443268122874,0.982462985010414,nan
2,200,0.1,0.1,36.850091226072415,0.9997934663228241,nan
0,400,0.1,0.1,-18.80445318862176,-74.93558076982549,nan
1,400,0.1,0.1,5.812650629572369,0.7377382607291123,nan
2,400,0.1,0.1,13.363595359869564,0.9539064174783892,nan
0,200,0.0,0.1,-13.648356303204935,-22.165177395805063,nan
