evidence,significance_level,evidence_DLM,significance_level_DLM,posterior_weighted_theta,posterior_weighted_delta,prediction_skill_ns,prediction_skill_DLM
-27.168019394466057,-519.9570737826423,-22.135626944845374,-162.51691861113966,2.596534825922299,0.007728021274079992,0.6980090027539744,0.23085746265580598
-27.178851031661942,-521.258002281004,-22.493166971624024,-176.5483731025381,3.2389842511633637,0.007266093516522278,0.7659251424986073,0.1863937005572024
-27.20703619703753,-524.6584131812385,-22.216660135955934,-165.59655387865274,2.943703163310584,0.0060293070589870984,0.7254253387580976,0.2452052819958216
-27.058118216014712,-506.9393064083594,-21.54849175616868,-141.83978098354754,3.0480316186530616,0.01271181383242013,0.6521182435944066,0.24222611293107132
-26.460018917430048,-441.59030023718134,-22.156093050457585,-163.28930978285433,3.1438043432496263,0.04127179120011998,0.7398475628929237,0.1885405415276461
-27.180598063956598,-521.4681327740742,-21.884008763774567,-153.31241795768847,2.912903885596329,0.007249719489846139,0.6766793260054045,0.21148331190672898
-26.480691627454696,-443.7020820183618,-22.61525892169649,-181.61056162813583,3.0413038246156057,0.039627174138041434,0.7203487978803047,0.19381270809223217
-27.162076191947758,-519.2446456983101,-21.146299267439794,-129.20567902408854,3.16241151428462,0.008029380385430862,0.7414434350203013,0.21754052255010614
-27.162268418371124,-519.2676731566158,-22.35233583814113,-170.88326068790036,3.195933621832497,0.008049389042636744,0.7399666641483199,0.23771268547289592
-27.14078286469569,-516.7001448192426,-22.583354387408274,-180.27396691076223,3.190147762958185,0.008975075429380835,0.759975349918885,0.20386318135072334
-27.166633554315418,-519.7908621262275,-21.085051170632752,-127.38228969927744,2.8654684418532277,0.007825684276474848,0.6620337269693065,0.1713338430306781
-27.2040478447247,-524.2968354321733,-22.74072070298471,-186.96287115392488,2.8043651235422815,0.00615841096072064,0.6867503794872047,0.2252696589552855
-27.25685436806634,-530.7229882655029,-22.905740866678862,-194.2423771280439,2.935372607276965,0.003862858424577441,0.7441667003950587,0.2260838085092577
-26.895512214656176,-488.2729674578336,-21.362137303645262,-135.8402094853904,3.3740865821544554,0.02006308647404678,0.7724363620555803,0.18159043522908724
-26.906088675012004,-489.46595576311705,-23.19287865451838,-207.5873013994223,2.997236543509464,0.019671009789472876,0.7199282984579787,0.1979604987197756
-26.89188460743171,-487.8644545339893,-22.507956973776157,-177.15404905791755,3.068036849585679,0.02047504284098717,0.74072156423508,0.19595853722213386
-27.26918255135942,-532.2345182377261,-22.745302303294594,-187.16126767782893,2.952790828085428,0.0033369356792541344,0.6759392576174708,0.2535498023579926
-26.24387299647755,-420.1019957003507,-22.583310130529327,-180.27211964365037,2.9509961460136496,0.05235987986260299,0.6918818020791145,0.2184539742444107
-27.21296789115325,-525.3768600795833,-22.315159554191197,-169.4181927611453,2.9382393741734707,0.005759043415843924,0.7502447282946196,0.21545121618099683
-27.04136875394171,-504.9841064914024,-22.698855994480624,-185.15966958433683,2.941304897464461,0.013460131696154383,0.6752270174958899,0.23214216079840333
-26.963392938019204,-495.98043720550885,-22.723582286612846,-186.22258127876464,3.3048757597614453,0.016908408227264197,0.7696880659445586,0.2554204691411688
