evidence,significance_level,evidence_DLM,significance_level_DLM,posterior_weighted_theta,posterior_weighted_delta,prediction_skill_ns,prediction_skill_DLM
-23.2829978794705,0.004673752055233808,-14.942990815423354,-30.21038180523217,4.098896039818214,0.07732715395474477,0.9278748356220486,-0.011951679443355179
-21.478209013954324,0.007064802160387218,-12.594354505229994,-17.173369240282174,4.404961647570868,0.29059104399998337,0.9347862049637958,-0.007424362671459406
-21.15589310988621,0.007604931150722831,-2.6293241697468868,-0.8320293077256427,3.997725820160123,0.358019357574852,0.9397777662761372,0.024795944036074324
-23.582007209439915,0.004364151357554384,-15.505555763057883,-34.52675788718376,4.557303501507857,0.044748847903035995,0.9303672962445425,-0.010075503143859965
-20.248626349747568,0.009355248073014497,-14.1546390790685,-25.02938504879879,5.179759250215817,0.47541494584739385,0.9355477289797319,-0.009210368167280159
-21.700212698269645,0.006715101213759326,-15.241297788491313,-32.4294921397878,4.817393111346066,0.2565315208606086,0.9296753072668962,0.007716910183432013
-22.276782737678392,0.005885160116481746,-7.83236363524442,-5.070666339687331,4.542943532031627,0.1981955762302205,0.9314215209746621,0.007185074509107325
-22.230304856534108,0.00594810425837706,-14.889935579611109,-29.83142216605027,4.674717430654014,0.1897923340028911,0.9326791017862582,-0.010075503143860187
-22.239379393755172,0.005935762428681266,-10.769055855828352,-10.937285629710967,4.258745650890264,0.19656953188280274,0.9193798010713681,-0.008314822658742171
-23.035691004573223,0.004946265605467068,-14.711724864769282,-28.591875182823145,3.921185150017503,0.11414771664146527,0.932006886533973,-0.02409978656299594
-23.128325239941123,0.004842385343855476,-18.827189189989063,-75.33415791324803,4.574979089605013,0.09927650785600137,0.9266048194440121,-0.030026721862910444
-23.396924463977477,0.004553292689277917,-19.90176687122318,-96.7634878231385,5.206563965064394,0.06335080555315939,0.9256334989187889,-0.009628708756464599
-23.672859148551204,0.0042741902526659365,-17.984435881160824,-61.87001849584401,4.156135991178492,0.03540144521263807,0.9272137203389593,-0.026510901059196845
-22.916731374439085,0.005082925527928222,-19.90088467229164,-96.74363077017952,4.00591171222871,0.1212721120479343,0.9391584539105146,-0.031838640372128024
-23.556680158870485,0.004389564391619155,-17.126151304153467,-50.59589264057591,3.913651227067869,0.0475638013154871,0.927039572827846,-0.010075503143859965
-22.743817784618855,0.005288292290470223,-10.905183499057587,-11.317380283023768,4.386408743700796,0.13524230698741757,0.9287049006920066,-0.0070132766003832
-17.28571555040113,0.018339594104787995,-12.36970435559908,-16.257204101974782,4.274052037268973,0.9038455337363522,0.9257410436690048,0.003629969651599785
-23.83528420634216,0.004117935031739656,-14.346431859402117,-26.20465269702569,5.631007882359717,0.018948415005612954,0.9397830947892181,-0.004247666455895693
-23.025271069423393,0.004958088412818609,-18.557122482150504,-70.73188576976914,4.689677148593213,0.10387133069763381,0.9380831776784494,-0.03447923522986085
-21.47971945152305,0.007062362862016952,-16.995475102972833,-49.06653205679374,4.136017442312351,0.3107300253439141,0.9221477449429097,-0.010075503143859965
-23.991314808401953,0.003973191948961395,-18.338992340346053,-67.21803947752178,5.333221330762199,0.004494144387805155,0.9438588590050563,-0.032459766974415105
-21.896011007735506,0.006420979920555824,-16.16421993145894,-40.344904502724596,4.326149974494562,0.23724547899951118,0.9461687889726711,-0.010075503143859743
-20.875098023973003,0.00810875640412049,-18.874407744643683,-76.16862721357163,4.363051055596414,0.38200173761996925,0.9257144067683116,-0.017187530322077205
-23.62417074049913,0.00432216919227197,-18.000246978398675,-62.099322733668096,5.432431331390888,0.04031540078468121,0.9379165644460705,-0.009531159419642998
-23.029107919974283,0.004953731726560913,-16.605340564329584,-44.765062145009395,4.447039752170685,0.10295218065817013,0.9131788950877433,-0.010075503143859965
-22.12991232658521,0.006086356953992075,-17.58723318087584,-56.375081848295046,4.118444000897545,0.20463464359500916,0.9321479839923337,0.02879891781174304
-20.49500141131866,0.008843861524811413,-16.837935980532112,-47.28292790031443,4.291399727328533,0.3993340576426717,0.924852681675345,-0.041290166844984766
-23.123514076828023,0.004847726745502419,-17.091644485765656,-50.187562405509006,4.710820506797267,0.09430059312032277,0.9151856028499441,-0.010075503143859965
-22.9133358457965,0.005086880940401523,-11.845520372947764,-14.295090016659678,4.497088522482624,0.11347494249865264,0.9268664744484165,-0.010075503143859965
-23.26583234651813,0.0046921748123985715,-17.444722414168936,-54.52291276830426,4.372180231423527,0.08329598971342667,0.9202120978215412,-0.031546772676318335
-23.194328175955437,0.0047696968092228575,-18.653472056136085,-72.34106389688466,4.235093073155323,0.0888793262028298,0.9035292113098448,-0.03264801700854103
-22.287054712930594,0.005871338557427076,-14.619505080768997,-27.970134270805573,4.977190652359537,0.20110811928071737,0.9209360683311013,-0.010075503143859965
-23.93673012718507,0.0040232423210087125,-15.21632424876326,-32.23781183460666,4.935313453030396,0.00918451798150765,0.93309540625697,-0.008106205875773487
-20.318947729694603,0.009206370163343485,-19.171075319067995,-81.62425030243577,3.6891603807072846,0.4511993623853593,0.9281095681410162,-0.025054147473565935
-22.748759671344537,0.005282309873261785,-14.85981406113842,-29.618323415789572,4.451708435765688,0.14095873829574024,0.9323070279986843,-0.010075503143859965
-23.604504393385373,0.004341700672529477,-18.52963166041208,-70.27925732550142,4.947787615208188,0.0424051560121691,0.9369762329029306,-0.00977944203747838
-23.4511042324182,0.004497095478532796,-19.269669064872076,-83.52144368344221,4.4482996856243116,0.059316677985338684,0.9286382525123025,-0.02282236615658073
-23.67626528119931,0.004270853668998933,-15.691613689272048,-36.08184796108024,5.444737126308308,0.03475752768648714,0.9354808756804798,-0.010075503143860187
-21.91047735536781,0.006399763873639289,-14.94438090569763,-30.22037322675155,3.8232045936155767,0.23823259694239685,0.9196297059062696,-0.010075503143859965
-14.279307500974497,0.035987518955618775,-16.94824422632374,-48.52499297789682,3.8946578110348247,1.0559142710046632,0.9185037858807401,-0.005492502321800652
-21.42705989494629,0.007147901653573924,-19.661214879521395,-91.495688181132,4.737312741749373,0.3870999185818713,0.9388638320787406,-0.0282017596604911
-23.232255948413915,0.004728419593630757,-13.959315838246857,-23.884652693521872,4.435277454966495,0.08439106250398185,0.9342246885473647,-0.013244185087585958
-22.673219436109314,0.005374494812574092,-16.69902055483163,-45.76296669401395,4.253000585568488,0.1442971827572608,0.9276079783071614,-0.010075503143859965
-23.27901728669769,0.004678017769374867,-18.31462864137903,-66.83641121323949,4.554885833430631,0.07742291291786332,0.9201425549943649,-0.010075503143859743
-22.504770647416276,0.005585862298373561,-17.26806593603697,-52.30974358383639,3.9658892961753827,0.16621397607003738,0.9153923877339273,-0.010075503143859743
-23.352891951256982,0.004599479298023748,-16.11201985242694,-39.850933503273936,3.9062824296402807,0.07050048147167125,0.9301885092644276,-0.010075503143860187
-22.955577268002205,0.005037891556700795,-17.997995549224658,-62.06661984549375,4.895071828293046,0.11167091477171504,0.9215054347889675,-0.010075503143859965
-23.452044400361594,0.004496126421845854,-13.86998679081628,-23.378034037127193,4.869796302379248,0.05967089162528695,0.928681381727117,-0.016016862480151994
-22.788601878579367,0.005234324027089442,-15.709084042953762,-36.231317455443886,4.0819087666023055,0.1382744879688989,0.9256503762865727,-0.025157242358939902
-23.25863635823119,0.00469991932710341,-20.772628129662284,-118.47108640989862,5.845398552878279,0.08449510015114488,0.9411463013106567,0.0030423178390620587
-22.809457164854507,0.0052093791261766595,-17.77468193690758,-58.90570640221942,4.795104625970079,0.12900290328528646,0.9306217997618176,-0.04299847077257213
-22.30593722559177,0.00584601513083537,-17.994711568429103,-62.01894913073235,3.9690313709046103,0.19648544701994158,0.9243422632073652,-0.027644509943340667
-23.051559277073945,0.004928314798840484,-20.13616726622516,-102.18503756743502,4.221400162554031,0.10020838875713965,0.9316555891146675,-0.028291574947592713
-22.93818423580802,0.005058005976412256,-15.294849711708183,-32.84425598053924,4.497406301681207,0.11663135381787468,0.9279324673536076,-0.010075503143859965
-23.54617941394425,0.004400143941492363,-12.368415676008176,-16.25208414109774,4.6060352385910495,0.04961180703683413,0.9354302839759479,-0.0016133643855762436
-23.997585078462183,0.003967482403660703,-16.835345742338497,-47.25413937067013,5.393572818252791,0.004191132253777566,0.9355316794946945,-0.024905455626826
