evidence,significance_level,evidence_DLM,significance_level_DLM,posterior_weighted_theta,posterior_weighted_delta,prediction_skill_ns,prediction_skill_DLM
641.1399734899226,1.0,662.3394671542559,1.0,3.2335746813533724e-40,89.74499323482787,0.9692979330522632,0.9692979330522632
592.5365627746696,1.0,644.1013133508343,1.0,1.8212528453022208e-42,82.38215171554927,0.9658216265205134,0.9658216265205134
581.529203244646,1.0,639.1302655779818,1.0,8.307882274489516e-39,85.78896033414122,0.9628460666330079,0.9628460666330079
631.7988681724355,1.0,660.7019979238065,1.0,1.3237208813758725e-45,83.74440406647024,0.9688100927998583,0.9688100927998583
602.1992162046439,1.0,715.0499061468212,1.0,9.96485978965137e-42,81.4825331605922,0.9712764762845751,0.9712764762845751
537.2924035254932,1.0,640.7265796022746,1.0,4.416215160487923e-41,67.94605530240598,0.9666912480750925,0.9666912480750925
600.4981277033576,1.0,667.2063827947263,1.0,1.6780705329494062e-40,83.09684636079295,0.9672848289527918,0.9672848289527918
625.0224464052487,1.0,706.2212150194626,1.0,1.439861342034715e-38,87.97105892322958,0.9710433632902384,0.9710433632902384
593.1169449077403,1.0,667.992422702637,1.0,2.3990966095989986e-41,94.35470565715919,0.9713412635297192,0.9713412635297192
597.8005723173642,1.0,670.3596103458598,1.0,6.425127283376847e-39,85.35664508536308,0.9708828813186199,0.9708828813186199
585.0531479474979,1.0,665.0726935804676,1.0,6.836912721311396e-38,83.54742669791148,0.963576082630209,0.963576082630209
614.7038915848855,1.0,648.3889080605761,1.0,2.4099300235940118e-42,82.11003549413776,0.9630592288359189,0.9630592288359189
650.999431249187,1.0,689.5247033747391,1.0,4.953027290939904e-47,74.95771977411025,0.9664861045735611,0.9664861045735611
600.9148980560541,1.0,644.0916908095207,1.0,2.4062430992180946e-39,92.82145031319274,0.9678090011219334,0.9678090011219334
560.1455011461333,1.0,614.1939351137372,1.0,3.1259863831733075e-38,78.79134445258134,0.9660362412175837,0.9660362412175837
626.443136777178,1.0,648.0438517019302,1.0,7.862204395366366e-44,81.95372986139226,0.9716664138881362,0.9716664138881362
538.5009169062132,1.0,617.3937521768919,1.0,2.4987168034509906e-37,88.38808544135607,0.9688446307421117,0.9688446307421117
616.1069086751417,1.0,646.5573747602518,1.0,3.794344128900638e-42,80.69342826803874,0.9662247834820625,0.9662247834820625
563.264320374377,1.0,670.7024732641878,1.0,5.100323173811213e-40,84.47308570819627,0.9700129090685898,0.9700129090685898
660.9867944220235,1.0,687.1554302415301,1.0,1.2605581544807518e-48,82.10762431773466,0.9711391310799414,0.9711391310799414
603.1329884517721,1.0,632.0150510329273,1.0,5.5666646233943365e-46,74.15738679369309,0.9648375151870029,0.9648375151870029
580.1842325380284,1.0,620.222507427933,1.0,7.112197397659845e-42,79.8347922202821,0.9633781419279828,0.9633781419279828
627.1136620803695,1.0,643.1690687510946,1.0,1.001761165143023e-43,75.8511351148037,0.9672036780494515,0.9672036780494515
578.1404618417139,1.0,690.2250525855385,1.0,1.47813501619138e-44,87.92511854907937,0.9656157812488289,0.9656157812488289
639.8189850925445,1.0,666.1286588651494,1.0,1.1972935206442828e-51,89.48141174987575,0.9666072791942657,0.9666072791942657
606.3124998478157,1.0,635.8288447674819,1.0,8.78171519758501e-39,91.889172976671,0.9682651365774173,0.9682651365774173
645.4747991415104,1.0,679.1350516225845,1.0,7.594448269843724e-52,78.49413819801242,0.9688234541307694,0.9688234541307694
653.1856959385045,1.0,696.5728468676137,1.0,3.774819644622908e-49,77.92418494455006,0.9726667750485565,0.9726667750485565
600.0902197721662,1.0,655.497041397183,1.0,8.213034021048885e-44,74.35249453166658,0.9626284717601603,0.9626284717601603
589.8844459952194,1.0,695.0937605291992,1.0,1.462031260981794e-42,89.00949596437302,0.9748629707247857,0.9748629707247857
624.5854467974999,1.0,695.7163418709854,1.0,1.462712333837545e-46,87.35731633402862,0.9702710472678818,0.9702710472678818
644.0395124527283,1.0,676.3022718973398,1.0,3.750725482861821e-45,77.82605322917087,0.9638395626606033,0.9638395626606033
575.5641094571131,1.0,635.2925254259529,1.0,9.326401819451222e-34,79.79064898518557,0.9717355270138875,0.9717355270138875
602.2301957980285,1.0,661.100905865742,1.0,8.38528424939298e-37,86.07399915187287,0.9712094522933734,0.9712094522933734
652.7161376302738,1.0,693.1675468101031,1.0,7.173293129908229e-42,86.42519908745147,0.9674496607402369,0.9674496607402369
600.1498187528339,1.0,613.0369936417012,1.0,8.100235076975407e-48,83.07834488312018,0.9685156589392719,0.9685156589392719
656.2128037950818,1.0,677.2963545992418,1.0,1.718779231947689e-45,91.12505269759346,0.9691637631476263,0.9691637631476263
643.8461150213288,1.0,666.1053144835407,1.0,1.4013220531683324e-46,88.42844715913772,0.968550813355698,0.968550813355698
622.4376134118579,1.0,658.0561559154529,1.0,1.8904259802017764e-44,75.66780483160491,0.9656669259843679,0.9656669259843679
654.9917662866084,1.0,683.3466720493095,1.0,3.72005679096115e-48,83.50154571673467,0.9691892178652812,0.9691892178652812
534.2463029081443,1.0,573.4776098983939,1.0,3.540581655841624e-44,77.29974716156283,0.9622899646319678,0.9622899646319678
635.495712751369,1.0,647.7140786847984,1.0,4.938289331528983e-43,79.07544124891517,0.9678020903674818,0.9678020903674818
669.0121931056317,1.0,707.9804348902155,1.0,1.331093525755962e-45,88.26700206219785,0.9712659741628545,0.9712659741628545
